Sports,happy president day -&gt http //t co yclq9fep
Sports,coaches check out the latest content from the high performance centres coach workshops http //t co 6oqzocrm
Sports,looks like lob city has relocated to texas for the night #cp32griffin
Politics,all links to broadcasts of committee meetings available here http //t co 7aej2qsi &amp list of tweeting committees http //t co 7na9aqlx
Sports,rt @ac f1 flying from the us to aus in march to visit my parents and take them to the @ausgrandprix at 74 it will be my mum first ..
Sports,half time at motspur park &amp it 2-0 fulham two quick fire goals from the hosts after half an hour is the difference at the break #cfcu18
Politics,obama police chiefs are asking for our help to get weapons of war and massive ammunition magazines off our streets #nowisthetime
Politics,\our freedom is also incomplete dear compatriots as long as we are denied our nsecurity by criminals who prey on our communities #madiba
Politics,photo bcim car rally convoy arrives at the national martyr u2019s memorial near dhaka more on this in today u2019s .. http //t co 403twskryi
Sports,for live updates from the #capitalonecup final at @wembleystadium today join us over on our @capitalone cup account
Sports,@jlstockdale nope anti siphoning rules means it stays on fta
Sports,that loud roar you just heard was from ames iowa iowa state has #6 kansas on #upsetalert
Sports,r ashwin is getting drift turn and bounce on his home ground cowan and hughes out http //t co io8dq01zpg #indvaus
Sports,phil thompson reveals he rejected gerard houllier offer to join the #astonvilla coaching staff because of family reasons
Politics,@shammybaweja true that
Sports,@topsyt85 have read of the following http //t co a1ynhx2r1y hope that helps
Politics,@brats01 @nitingokhale :- mercifully sardars have great sense of humour
Politics,medvedev only facilities essential for ensuring the government u2019s strategic goals must be kept as federal property
Politics,lots of talk little progress in deal to avert the fiscal cliff stacey cohan has details in 330p pkg book tags http //t co bt330jgu
Politics,one third of food in the world is wasted #keepwhatureap http //t co 9fteyjam
Sports,rt @capitalone cup the tunnel doors through which the teams will emerge for more behind the scenes photos see http //t co ce0xdowal2 ..
Sports,to clarify our last tweet england target was further 249 runs needed for victory when we posted our tweet new zealand made 269 a/o
Sports,so this indiana msu game is just lot of back and forth awesomeness #fastpaced #iuvsmichst
Politics,prime minister major repairs were completed at over 3000 schools in 2012 but serious problems persist in many regions
Sports,which former @avfcofficial &amp @whufc official striker is now on trial at inter milan http //t co odyw1qlsh4 #bbcsportsday
Sports,that was vintage ashocker da silva umpiring absolutely plumb
Politics,don give up on nuclear power -an essay by ernest moniz reportedly obama choice for energy secretary http //t co y39zm11w
Sports,a couple of thousand fans at the ground even today in the old days was true of kolkata too now only in chennai ..
Sports,and that seems another one of my favourite cricketers gone dan vettori stepped down as #nz skipper or retired from tests
Sports,swansea club captain ashley williams says the fans can celebrate the club s first major trophy it s great reward for them #swansparade
Sports,watch live sportsday with @sportinglindsay is available via the @bbcsport website here http //t co u0cwqgzjb7
Sports,outstanding effort from saeed ajmal but it is south africa who win the test and the series http //t co uorgdrnk #savpak
Politics,rt @fa books what communism and fascism had in common -and why it matters for today defenders of liberalism http //t co wlj0f2l3
Politics,finance minister shri p. chidambaram presents the economic survey 2012 13 in lok sabha today
Sports,1st test 80 3: jadeja to henriques runs 220 #indvaus http //t co fvnl1ktpb1 @bcci
Sports,rt @garethslee @bbcsport #bbcfootball swansea parade http //t co 46lbcnmifs
Sports,silva ball finds aguero and cahill defends brilliantly blocking his shot 54 mins played #cfc
Politics,@abhinandansekhr you have point merely meant the randomness of life and terrorism spares no one by definition
Politics,next up in our series of the world fastest growing economies south sudan which may grow by 70 in 2013 http //t co rkjosbt7
Sports,who do you think will win the test series between india and australia #testcricket
Politics,@amruta please refer to the background on http //t co zoujphqhbi
Politics,rt @thebrowser thought generation kill was an ott title for this interview \\u2014 but then they do talk lot about killing http //t ..
Sports,the last time south africa went unbeaten for 14 test matches the run ended at test match at centurion (in 2000 !
Sports,the moment he realised he won it #ausopen #3pete #djokovic http //t co ja1apnnu
Politics,in future will celebrities (including editors &amp politicians please offer constructive solutions be original not an opportunist
Politics,chief economic adviser presser at 3pm today in pib look out for live tweets from pib during the conf
Sports,rt @dragonpunk12 awkward moment when the temperature in sydney is higher than australia score #ausvsl
Politics,rt if you agree congress should avoid brutal spending cuts and focus on making america magnet for good jobs http //t co hr7hdynb
Sports,#gbfedcup @judmoo in change of ends pep talk with @heatherwatson92 team gb are chanting lets go heather http //t co mlt5k5ug
Politics,vladimir putin attends the opening ceremony of the russian geographical society headquarters in moscow http //t co uzuqd6ao
Sports,victor oladipo cordially invites you to his block party -&gt http //t co iyahp7qx
Sports,1st test 138 6: henriques to ms dhoni runs 513 #indvaus http //t co fvnl1ktpb1 @bcci
Politics,photo the convoy just passed the national parliament premises in dhaka #bcim2013 http //t co y8euaykgy6
Politics,rt @medvedevrussiae deepest condolences to the family friends and fans of galina vishnevskaya this is huge loss for russian and wor ..
Politics,mt @europarlpress how many #meps per eu state press conference with @trzaskowski &amp @gualtierieurope at 12 30pm cet http //t co oj3ckldu
Sports,who is your pick for the #ryobiodc final between vic @bushrangers and @qldcricket bulls match begins today 2:15pm (aest .
Sports,rafael benitez is soon to speak to media ahead of this weekend game live stream here http //t co v2ha5n2xml #cfc
Sports,have you entered the #ausgp run yet 5km or 10km around the #albertpark circuit on march 10 to register head to http //t co qgrocoh8
Sports,#wheresjaimie answer he was at bury gigg lane well done to all of you that got it @scottbrad1 was first and joins our winners list
Sports,rt @daviscup at 1919 &amp hours 21 minutes this doubles match between switzerland &amp czech republic is now the longest doubles ..
Sports,@adamklukf1 the circuit closes at 11 59pm on monday march 11
Politics,meeting with moscow mayor sergei sobyanin on the implementation of healthcare projects and the development of the metro http //t co jyfp2y3s
Politics,india land of limitless opportunities watch the #ibef video film http //t co owvoixez
Politics,rt @ofa worth read and rt the @latimes on the national day of action to reduce gun violence http //t co 9kluyygoug #wedemandavote
Politics,22 1/1962 nelson mandela &amp colleagues agree that anc matters should be handled by the anc &amp not by friends \\u2018however sympathetic u2019
Sports,misbah ul haq departs after top edging sweep pakistan 126 ahead in cracking cape town test http //t co uorgdrnk #savpak
Politics,i u2019m asking for your vote tomorrow because want to get america working again find out where to vote http //t co uyh0qcds
Politics,happening now president obama joins #firesidehangout live from the white house http //t co ama91v5g
Politics,@bhalchandra11 indeed mine too !
Politics,the usha mehra commission was constituted for months on dec 26 2012 for inquiring into the shocking rape incident in delhi on dec16 12
Politics,senate and house democrats hold presser at 10 30aet on the fiscal cliff live cnn signal is up now on ch 3!
Politics,obama gabby giffords deserves vote the families of newtown deserve vote the families of aurora deserve vote #nowisthetime
Sports,this dunk brought to you by the guy who made the #sctop10 twice last night @ncsu cleslie -&gt http //t co bj8sjdft
Politics,president obama and vice president biden take the oath of office http //t co y7ckbn4t
Politics,telephone conversation with prime minister of israel benjamin netanyahu http //t co qi2jy7iy
Sports,rt @bencasablancas three years of @formula1game have done this to my ps3 pad .. http //t co rxhlpiaztb
Politics,dmitry medvedev has met with director general of the international labour organisation guy ryder http //t co qxbunumj
Sports,@mindmoment see you next year thanks for following :)
Sports,mitchell johnson shift at the bakery is about to begin fill your boots prior #ashes
Sports,#indvaus india have won the first test in chennai by eight wickets http //t co 4shuuuoqh2
Sports,rt @bbc5live #5livesport is on air from 7pm tonight with @markpougatch we have full commentary of #middlesbrough against #chelsea whic ..
Sports,@ohmygerrard good luck on your county trials :) where are they im actually from stroud in gloucestershire :)
Sports,so long #punter and thanks for all the ashes
Politics,photo \\u2026 and we are back on indian soil an overwhelming feeling is ruling us as we drive from bangladesh to .. http //t co mrtaoxpjc1
Politics,reporter change for the 4pmet hour emily schmidt will be live during the 4pmet hour with generics &amp customs on petraeus w/pkg
Sports,wigan coach shaun wane says salford city reds made bid for sam tomkins but said deal was never going to happen http //t co vlf1t2rkcl
Sports,rt @optajoe sparta prague have only won one of eight previous trips to england in europe (d1 l6 winning 3-2 against watford in no ..
Sports,dale steyn swings out younis khan can pakistan avoid an innings defeat http //t co yq3293tiyb #savpak
Politics,on feb 15 pm #abe met with tommy remengesau jr president of the republic of palau http //t co o516h9uh
Sports,#wheresjackie answer she was at crawley town well done if you were one of those who got it @samjohnson23 was 1st &amp joins our list
Sports,congrats to roxanne van veen well deserved player of the women #imparjacup final with an innings of 64 http //t co 5ooiheq6fb
Sports,what score do you think australia will make against india in its first innings #testcricket
Sports,#gbfedcup moment of victory aegon gb fed cup team thru to play offs 2moro &amp hug between @judmoo &amp @heatherwatson92 http //t co 5y3pxl6e
Sports,#gbfedcup hungary get the first break of the final set for 2-1
Sports,he surprisingly correct they love em \\u201c johnsuncricket @bfinnobystander this is australia the land of rules and regs that why \\u201d
Politics,photo the audience is as amazed and excited as we are what welcome http //t co eix2cn7kbf
Sports,@sreemoytalukdar you need 11 to make up team
Politics,clip from @mittromney s 60 minutes interview http //t co jelsnjpn \\u2026 there is clear choice in this election
Politics,pres obama on susan rice if senator mccain and senator graham and others want to go after somebody they should go after me item po 96we
Politics,it time to load the cars at the silchar stadium for the send off day of the bcim car rally begins #bcim2013 http //t co cw6frd7j7z
Sports,@miller cricket great fun to watch though looks like they did the second innings first the pitch is just fine
Politics,video in english press conference by chief cabinet secretary suga january 8 2013 am )\\nhttp //t co c7ascgc5
Politics,tomorrow is election day help us deliver brighter future for all americans volunteer http //t co hxwmp4mt
Sports,given up on fantasy well there still one prize left and it could be yours http //t co ckzle6n4 #bbl02
Sports,alastair cook and ian bell are out in the middle and england chase is about to begin #engvnz
Politics,west wing week 02 08 13 or \\u201cwhat u2019s up camera man \\u201d this week the president honored our nation top scienti .. http //t co fcjruzl6
Politics,today sees the launch of #dementiafriends help make difference to your community &amp sign up http //t co 2viox4sb http //t co hjvggf1g
Sports,india beats australia by eight wickets to take 1-0 lead in the four match series #indvsaus #cricket
Sports,rt @ajaymaken yes mt @jatinkapadia @ajaymaken am not sure why ioc wants to cancel #wrestling even though it is played in 219 countries \
Sports,raikkonen q&amp a: on 2012 performance what race craft means to him rally driving &amp maturity in #f1 http //t co qveylxp2pe
Sports,last time @heatbbl @scorchersbbl http //t co ft0eote5 #bbl02 #bigfinals
Sports,selectors to choose team oz on sunday but bhajji and sreesanth have only today in the irani cup to stake their claims for place ..
Politics,new technology such as solar powered storage is being developed to help #keepwhatureap @innovgen
Politics,we all travel from time to time but do you know your rights chat with mep brian #simpson tomorrow 4pm cet http //t co n8i7zlkcnk
Politics,#infographic ahead of @womensday 2013 briefing on how women do during crisis by @europarllibrary http //t co dwsnzokbhy
Sports,rt @jluna23 @espn #mydunkwouldbe tribute to larry nance by rocking the cradle #classic
Politics,the president natural population growth has been recorded in the past five months for the first time in russia modern history
Politics,#ep president @martinschulz travelled from #mexico to #costarica meets former &amp current presidents @oariascr &amp @laura ch mps
Sports,rt @tony 4_tide @espn gotta be there s something about mary with the best cameo ever brett favre #bestsupportingathlete
Sports,q how does @johnisner squeeze his 6\\ 9 frame into economy a: with great difficulty http //t co 1mjza7ol #atp
Politics,rt @scoorah u.s has more people in jail for drug violations than w. europe has for all offenses combined http //t co b3gnj9ey
Politics,rt @bollywoodgandu got to love how bollywood is up in arms over the rape issue after coining the term item girl .
Sports,keep up to date with all the latest rankings on the @wta &amp @atpworldtour websites http //t co 53mhybkiby &amp http //t co dcfdwdrons
Politics,read prime minister speech to #wef on his priorities for uk g8 presidency http //t co i9hzz0g0 #g8uk @g8
Politics,young persons emergency accommodation scheme nightstop north east win prime minister #bigsociety award http //t co uzusflzr
Sports,out north is six and out christian gets his man who was eyeing off another pull for six out for 24 3-66 off 10 #bbl02 #bigfinals
Sports,ross taylor celebrates his century against england on wednesday #cricket http //t co bohvpeyg
Sports,moises henriques is better than don bradman and pommie mbangwa @zaltzcricket explains http //t co nmayo5jnw8
Sports,here quick pic of gary cahill addressing the media down here at cobham .. #cfc http //t co agkedat5
Sports,shakib al hasan has been ruled out of bangladesh tour to sri lanka due to injury check the full squad at http //t co ta1i6berti
Politics,the president official visit to turkey meeting of the high level russian turkish cooperation council http //t co hmk2gqiu
Sports,hazard is fouled by zabaleta and mata takes the resulting free kick which is cleared .. 25 mins played #cfc
Sports,cardiff corrie beat sum 3-6 7-5 6-3 ward beat de weert 6-2 6-0 carpenter beat lewis 6-3 3-6 6-4
Politics,@samratd hey thanks for sharing
Politics,\nothing shrinks the deficit faster than growing economy that creates good middle class jobs http //t co 4ud9x6hvuh #jobsnotcuts
Sports,rt @djokernole @stanwawrinka stan thank you very much am sorry for your loss wish you all the best for the rest of the season ..
Politics,#medvedev we must take advantage of public private partnerships which would allow us to double road construction in the next ten years
Politics,list of ministers of the abe cabinet (provisional translation \\nhttp //t co v4psmmqh http //t co heailems
Sports,#gbfedcup hungary take the robson serve again and lead 5-2 serving for the match
Sports,@asalam64 that would be lonely dinner date ..
Politics,happy new year http //t co anjmzzj5
Politics,video in english press conference by chief cabinet secretary fujimura (november 13 2012 pm http //t co 1ffjzbqy
Politics,really wary of any initial statements on who is responsible for hyderabad blasts after slew of terror errors in so many other cases
Sports,@adelaidebrad any chance you could send us twitpic of that please definitely gate is best for moss stand :- sorry for confusion
Politics,#dementia is not natural part of growing old we need an all out fight back that cuts across society http //t co bwqxi5lw #dementiafriends
Politics,watch live president obama speaks on comprehensive immigration reform http //t co j4mhgu9y
Politics,cricket fever in cambodia http //t co fu2gutmx
Sports,#djokovic on night like this #ausopen #3peat http //t co alci09ig
Sports,tommy taylor 1932 58 \\u2013 aged 26 centre -forward #rememberingmunich http //t co koadhugx
Sports,a third half century to @aaronfinch5 in the series off 71 balls aus going well at 2-125 (29th partnership of 91 with @acvoges
Sports,thronging crowds trying to get inside chepauk intriguingly poised game boosted by tendulkar box office appeal ..
Sports,important wicket to @johnhastings194 he traps vince lbw for 18 lions 5-184 needing 102 from 74 to win #ausavengl
Sports,last chance to enter @carsalescomau mystery driver comp flights accom 4-day #ausgp pass driver meet amp greet to win http //t co iw2qzyijjm
Sports,@bally703 excellent we tried to deliver the most up to date information to everyone as quick as possible thanks :-
Politics,supreme eurasian economic council meeting http //t co o4mrkddh
Sports,video in case you missed it british tennis players do the harlem shake http //t co jvcezmn6cs #harlemshake rt &amp share
Sports,send us your thoughts on the #facup match between middlesbrough and chelsea using the hashtag #bbcsportsday can #boro overcome #cfc
Sports,@bilko22dotcom warming up with backflip #nobiggie http //t co unn8yzqfeq
Sports,10 years ago to the day kenya defeated sri lanka by 53 runs at the #cwc was this the greatest associate performance in #cwc history
Sports,superb clearance off the line by todd kane 10 minutes in still 0-0 #cfc
Politics,#seckerry countries are more peaceful and prosperous when women and girls are afforded equal rights and opportunity @s gwi
Sports,finn holds catch against his body guptill then hobbles out to bat http //t co trxnhhkl #nzveng
Politics,check out the latest issue of india perspectives http //t co zrzpw2gg
Sports,kyle abbott has for 27 on debut and he south africa sixth choice test fast bowler http //t co yq3293tiyb #savpak
Politics,rt @defragovuk owen paterson statement following meeting with food businesses http //t co djaaqss5
Sports,out pattinson has his fourth coming around the wicket jadeja shoulders arms and is castled out for 16 6-365 #indvaus
Politics,tomorrow we ll be making our way to imphal manipur from silchar the 11 hour drive is also the longest &amp toughest stretch during #bcim2013
Sports,#cantwaitforausgp \\u201c paulmcg92 ahh only weeks until formula returns to the @ausgrandprix #f12013 http //t co zhhcnjw8 u201d
Sports,happy 50th birthday mj -&gt http //t co nhyogqvb
Sports,http //t co s0tjnx4nxr blogs preparing for the season ahead http //t co n4jgok86xr
Politics,13 february 1990 welcome home rally for #nelsonmandela was held in soweto
Sports,1st test over 30 run wkt (m clarke 0 warner 11 #aus 65 #indvaus http //t co fvnl1ktpb1 @bcci
Sports,check out the @bbcsport facebook account for look back on today action and why not join in the discussions http //t co 1qky1ciasp
Sports,wigan vs sunderland gyan is expected to make debut after record deal to bring him to stadium of light wigan looking for 1st win at dw
Sports,@reece d1993 of course
Sports,today would have been the great peter osgood birthday happy birthday ossie still king of stamford bridge #cfc http //t co 3gajo9zs
Sports,@nickya73 we agree consider it changed :)
Politics,on jan 8 pm #abe received request from mr hirokazu nakaima governor of okinawa prefecture \\nhttp //t co jgtzjlts
Politics,obama we may hold different views than the person beside us but as americans we all share the same proud title we are citizens #sotu
Sports,@csimac it seems @alexhales1 would agree with you on the choice of @jwd 16
Sports,big over for @heatbbl 18 from it 2-113 (14 beer back on #bbl02 #bigfinals
Sports,@stuartbroadsis2 you have to ask broad don have his book to hand
Politics,video in english press conference by chief cabinet secretary suga (february 14 2013 pm )\\n http //t co rwyy3xow
Politics,empire state building colored in blue light now ns ch 3
Politics,bihar cm nitish kumar says presence of eam and memb of consultative comtt of parl in rajgir shows govts commitment to nalanda university
Politics,@shankkaraiyar true hope the maha govt implements it on war footing from here
Politics,must be difficult being bjp supporter today can only hope the opposition will join the government &amp speak against terror in one voice
Sports,england celebrates defeating new zealand and clinching the odi series 2-1 #cricket http //t co i1vsmekud4
Sports,#djokovic lifts the #ausopen trophy aloft #3pete #ausopenfinal http //t co gicat7vn
Sports,rt @ryandeane94 @cricketicc the ashes nothing can and will ever rival it just so much history !!
Sports,succinct rt @ajarrodkimber if ajmal could bowl ball like that from sthalekar pakistan could still win
Sports,#indvaus 400 up for india with huge six off lyon india 7-403 lead by 23
Sports,rt @espnnascar the last time @jimmiejohnson won the #daytona 500 he won the championship .. times in row #hotstreak
Politics,stuck at an airport discuss your eu passenger rights &amp how to improve them with mep brian simpson wed 4pm cet http //t co n8i7zlkcnk
Politics,\my family deserves vote we all deserve vote \\u2014sami on losing his father to gun violence http //t co vrfcivj6 #theydeserveavote
Politics,programme for the netherlands russia 2013 cross cultural year released http //t co 39ihonic
Politics,pres obama motorcade drives from the white house to the capitol for obama swearing in ceremony po 37mo
Sports,holding court ladies and gents your 2013 #ausopen champion @djokernole http //t co fbrfue8y
Politics,rt @wwaystation masai passed away few years ago but he lives in our hearts and memories look at those claws http //t co yklpz1nx
Politics,sign up for your chance to score guitar signed by @kidrock and @paulryanvp http //t co xztafdep
Politics,. barackobama &amp @joebiden don have record to run on or plan for the future help us deliver real recovery http //t co hbynnf6n
Sports,@connorarmstrong that was the previous best conor 29 901
Sports,#gbfedcup gb break back .. it 2-all
Sports,@aboodi cr7 not from this tie unfortunately although we ll keep you updated as much as possible on twitter
Politics,at chhatrapati shivaji vastu sangrahalaya where @david cameron announced partnership between two of the world greatest museums
Sports,i would be tweeting more but once again can get signal at scg love australia but its worse than 3rd wrld country sometimes #telstra
Politics,the #nelsonmandela centre of memory offers condolences on the passing of phyllis naidoo http //t co czhqmc8h
Politics,a clear choice america can u2019t afford another four years like the last donate $15 now http //t co v46at4hb #cantafford4more
Politics,now #vat banking supervision sustainable #pensions &amp fight against #tax evasions on @ep economics agenda cet http //t co dbhiy494
Politics,rt @medvedevrussiae the adler tpp is now operational it will help resolve the energy issues in sochi adler thermal power plant http ..
Politics,for the fashionistas who the first lady and the first daughters wearing for inauguration day \\u2026 http //t co tl9y4izu
Sports,out warner perishes harbhajan gets his first of the day warner lbw for 23 australia 4-101 #indvaus
Politics,@c bostrom thank you for following us you can find our response here http //t co metzease
Sports,australia await ahmed update http //t co mqvneo31uf
Sports,@accordingtoaldo spot on alex
Sports,suzie bates has jumped five places to claim career best number two spot in the latest #iccrankings for women odi batters
Sports,@themanojprasad arun lal and in stints harsha too
Politics,chief guest address by ms mamta banerjee hon ble cm of west bengal india at the bcim car rally flag off http //t co iccxe9k0cp
Politics,valery gerasimov has been appointed head of the general staff of the armed forces of the russian federation
Sports,@vab14 aww you re too much ;-p thanks
Sports,. .also on this week are two @npower champ managers @theposhdotcom u2019s darren ferguson &amp @bfc official u2019s david flitcroft #podcast
Sports,do you think that australia can comeback against india and win this test series #testcricket
Politics,west wing week 01 04 13 or welcome to 2013 the annual resolutions edition http //t co uy6ntqq5
Sports,another twist sheridan bowled for by mcdermott who gets his 3rd vics need off with wickets left http //t co qzcfgxsb2e #ryobiodc
Politics,#food minister modernisation and computerization are important for effective implementation of the bill
Politics,@sameer ahuja04 thats good one !
Sports,juan martin del potro defeats india somdev devvarman 6-4 6-4 to win through to the quarter finals of the dubai championships #tennis
Politics,#medvedev over mln sq of housing will be built in rural areas over the next few years mainly for young families and young specialists
Politics,ohio cuyahoga county board of elections director speaking to media live now on ns ch 3
Sports,#federer wins the second set 76 5) for 1-set all against @andy murray in dramatic end to the tie break http //t co 2jqb7g7j #atp #tennis
Sports,. rafaelnadal defeats #souza 63 64 to win his opener at the @brasilopen2013 in sao paulo #atp #tennis
Sports,@rioferdy5 @hellsbellsy hey could you folllow back and help us to get more followers it would be much appreciated thanks #englishpremnews
Politics,call for greater brics cooperation on tax admin http //t co hdrpgp0q
Sports,rt @officialcsa #csanews @kyle abbott87 added to proteas odi squad http //t co kz1kepalxv
Sports,1st test over 43 runs (m clarke 29 wade 8) #aus 118 #indvaus http //t co fvnl1ktpb1 @bcci
Politics,a royal tip be vegetarian and keep lifestyle diseases at bay http //t co 8dmweqoj via @thehindu
Sports,out white goes straight after the delay trying to clear the rope and is caught on the rope out for 88 (53 2-159 #bbl02 #bigfinals
Politics,video in english press conference by prime minister shinzo abe on emergency economic measures (january 11 2013 \\nhttp //t co jgeplswg
Sports,are unbeaten on the road since their 3-1 defeat at goodison last season
Sports,2 mins added time #cfc
Politics,president obama holds the final press conference of his first term http //t co ex5yda0y
Sports,@detbydefault it the other side of the world that we want to keep informed the most ;- thanks
Politics,\america must remain beacon to all who seek freedom during this period of historic change #sotu
Politics,we won t learn @singhnavdeep @bdutt see evidence collection even minimal caution missing including cordoning off &amp wearing gloves \
Sports,1st test over 83 runs (n lyon 12 henriques 74 #aus 231 #indvaus http //t co fvnl1ktpb1 @bcci
Politics,find out how we expect local authorities &amp voluntary agencies to respond to needs of children waiting for #adoption http //t co ggypbbtd
Politics,catch up with the day events at #davos http //t co rv9rbgxr #wef
Sports,david beckham will make his first start for paris st germain in the coupe de france clash with marseille tonight http //t co 829rrxl6uh #psg
Politics,crisis why women need employment policies that work article http //t co 76njsduaoh
Sports,@suffolkpunch72 glad to hear it thanks lot :)
Politics,#ff @romneyresponse @teamromney @romneyroadteam @romneybus
Politics,4 years of @barackobama u2019s energy policies have produced fewer jobs &amp higher prices at the pump http //t co yywdmw1z #cantafford4more
Sports,joe johnson hit not one but two buzzer beaters tonight one to force ot and one to win the game for the @brooklynnets #baller
Politics,president barack obama has taken the oath of office for his second term as president of the united states po 13su po 14su
Sports,rt @cricketworldcup how is planning going with years to go until #cwc15 take look behind the scenes with cricket 360 http //t co ..
Politics,\our journey moves forward and our future remains hopeful and the state of our union will always be strong http //t co v3apninc #sotu
Politics,inaugurated self defense workshop for female students organized by colaba congress &amp @mickeymehta http //t co rkm54kz6
Politics,18 december 1993 #nelsonmandela meets with un special representative over bringing the freedom alliance into south africa u2019s peace process
Politics,in 15 minutes president obama will deliver the 2013 state of the union watch it live here http //t co io2wjk9d #sotu
Sports,bell tolls on day one of warm up http //t co 2xvxtjbnhf
Politics,rt @pmoindia new cultural exchange programme french film festivals including the cannes festival to celebrate the centenary of india ..
Sports,saeed ajmal has risen to third place in the #iccrankings for test bowlers http //t co hgs7djai
Politics,obama the sequester uses meat cleaver approach to gut critical investments in things like education &amp national security #jobsovercuts
Politics,video in english press conference by the chief cabinet secretary december 10 2012 am )\\nhttp //t co k6a0gjty
Sports,rt @tmsproducer here is the @bbcnews report on the inquest into the death of tom maynard http //t co r7rdgjllg3
Politics,we have uploaded video footage of the handover to #nelsonmandela of the rivonia trial papers to youtube http //t co ppv2phyq
Sports,@sexybola92 thanks :-
Politics,u s. and #korea join forces to tackle #environment issues http //t co g91yvqlwba @our1planet @usembassyseoul
Sports,#ff #ff #ff #ff #ff #ff #ff #ff #ff #ff
Politics,rt @whitehouse happening now president obama delivers the 2013 state of the union address http //t co cq1o2ehg #sotu
Politics,andrei vorobyov has been appointed acting governor of the moscow region until the september 2013 election http //t co jagezerr
Sports,australia 9-364 suddenly the pitch is playing tricks again lyon and pattinson at the crease 20 minutes til lunch #indvaus
Politics,the main predictor of poverty in #india is landlessness these exciting new programs are transforming the problem http //t co aymx8brw
Politics,rt @discoveryellow question assumptions environments safe to do that innovation need more of it here \\n foreignaffairs vol 91 htt ..
Sports,@peterjohnson96 hi peter indeed the second meeting at which the name the football league was decided was in manchester
Politics,bhoomi poojan for installation of cctvs at metal &amp stainless steel bazaar cp tank mumbai spent rs 10l from mplads http //t co q4nohtg4
Politics,we ll be live tweeting updates from the bcim car rally all tweets from the rally will be tagged #bcim2013
Politics,@andy moontown just terrible stay safe
Politics,pres obama mentions medicare medicaid and social security while speaking at the inauguration ceremony po 72mo &amp po 73mo
Sports,australia have settled to be 2-79 after 16 overs with @aaronfinch5 28 and @acvoges 24 live scores http //t co x3iocuoxax #ausavengl
Politics,20 december 1997 #nelsonmandela hands over the reins of the a.n c. to thabo mbeki
Sports,we re through to the last 16 ticket info to come tomorrow #cfctix
Sports,football league statement re portsmouth 1/3 as stated after its most recent meeting ..
Politics,hm the national investigation agency will be presided over by hon justice g. laxmipathi
Sports,new zealand is 126 against england needing further 133 to win the first odi who would you say is favourite to win
Sports,hashim amla showing why he the world no batsman guiding sa towards another test win http //t co uorgdrnk #savpak
Politics,vladimir putin expressed condolences to bulgarian president rosen plevneliev on the death of patriarch maxim of bulgaria
Politics,the president has signed law on the protection of people from tobacco smoke and the hazardous effects of smoking http //t co smfr4dtj05
Politics,matt hunter and nra member who supports obama plan to reduce gun violence http //t co hgo2s2p0 http //t co e6k2q7uo
Sports,#murray it s part and parcel of playing these big events against the best players in the world #ausopen
Politics,rt @pmoindia pm prime minister cameron has assured me of the cooperation of his government in the (augusta westland investigations
Sports,. heatbbl have won the toss and will bat first in the big final #bbl02 #bigfinals
Politics,find out how you can help reduce gun violence and protect our kids u2014then rt so your friends can too http //t co icnf3epk #nowisthetime
Politics,@brownbrumby :- @tarique anwer
Sports,joe root creates selection dilemma http //t co e9cm9d3f #cricket #nzveng
Politics,@abbasnasir59 that too :)
Sports,@dylanlynchk congratulations
Sports,rt @chelscanlan nitro circus @ausgp #cantwaitforausgp http //t co 3wcgxq3rtu
Politics,conference on open government communication between government and society #skolkovo @opengovtrussia http //t co i7ebxpbv
Politics,i liked argo but didn think it was especially profound or innovative the fuss is little hard to comprehend
Politics,obama says he ll reach across the aisle to work with gop leaders to get things done in washington po 261tu
Sports,@2fiddyracer what team are you racing for :)
Politics, @fhollande at #ep how to win back support for europe how to take up challenge of financl stability &amp economc growth http //t co qinrd73a
Sports,rt @5liverugby if found guilty points deduction the likely punishment .. lwelsh second bottom of pship points ahead of sale with ..
Sports,@nandanf1 have fun
Sports,rock chalk jayhawk bill self and ku just (electric slid past oklahoma state for big double ot victory #kuvsokst
Politics,@waglenikhil my work is regularly updated on http //t co dfisgcvv &amp e-newsletters performance reports are compiled ever quarter
Politics,unemployment is higher today than when @barackobama took office think about that #cantafford4more
Sports,your second chance to catch round up of the day sports news in sportsday starting now http //t co msxpegdktu #bbsportsday
Sports,in the daytime alex ovechkin scores hat tricks in the nighttime he russian spy -&gt http //t co fohnmmgd8w
Sports,ms dhoni also chatted to the press after india win in chennai see more here http //t co mlquiwxklx #indvaus
Sports,england luckiest wc team ever
Politics,@shobz hey shoaib thanks so much was nice to meet you all
Sports,buy your #ausgp general admission tickets before march for early bird prices #f1 #cantwaitforausgp http //t co px3l7ppapc
Sports,want to see england play in the #ct13 tickets are selling quickly for its matches at cardiff and the oval buy at http //t co s8ux5qlv
Sports,eddie colman 1936 58 \\u2013 aged 21 wing half #rememberingmunich http //t co h2xhxkwn
Politics,obama not bigger government but smarter government sotu 23
Politics,#dataprotection #ep is working to protect your online life #infographic shows why http //t co zmumgchfy1
Sports,@stewartbellf1 glad you re having fun we can wait either #cantwaitforausgp
Politics,meetings today at transport bhawan new delhi this is the coldest winter ive ever experienced in the capital
Sports,rt @a okeefe brilliant batting by aus wtf show the end of the cricket you morons !! there overs left and cut it off #ausveng #cri ..
Sports,former england captain michael vaughan has said out of competition drug testing would be step forward http //t co at0bspepzu #bbccricket
